review_id,package,version,file,class,analyzer_label,short_reason,code_excerpt,suspected_pattern,manual_label_blank,reviewer_note_blank
EXP-0061,virtualenv,21.5.1,virtualenv-21.5.1\src\virtualenv\discovery\discover.py,Discover,MEDIUM,"method interpreter() (line 33): mutates self.{_has_run,_interpreter} and returns a value derived from self state","14:
15:     from virtualenv.config.cli.parser import VirtualEnvOptions
16:
17:
18: class Discover(ABC):
19:     @classmethod
20:     def add_parser_arguments(cls, parser: ArgumentParser) -> None:
21:         raise NotImplementedError
22:",state_mutating_reader,,
EXP-0062,tox,4.56.1,tox-4.56.1\src\tox\tox_env\api.py,ToxEnv,MEDIUM,method environment_variables() (line 355): mutates self.{_resolving_env_vars} and returns a value derived from self state,"44:     journal: EnvJournal
45:     log_handler: ToxHandler
46:
47:
48: class ToxEnv(ABC):  # noqa: PLR0904
49:     """"""A tox environment.""""""
50:
51:     def __init__(self, create_args: ToxEnvCreateArgs) -> None:
52:         """"""Create a new tox environment.",state_mutating_reader,,
EXP-0063,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,LinearCoefficients,MEDIUM,"method _verify() (line 1811): mutates self.{d,e,y} and returns a value derived from self state","1744:         # XXX: not simplify should be not simplify_flag. mypy correctly complains
1745:         return min([sol1, sol2], key=lambda x: ode_sol_simplicity(x, fx, trysolving=not simplify)) # type: ignore
1746:
1747:
1748: class LinearCoefficients(HomogeneousCoeffBest):
1749:     r""""""
1750:     Solves a differential equation with linear coefficients.
1751:
1752:     The general form of a differential equation with linear coefficients is",state_mutating_reader,,
EXP-0064,distlib,0.4.3,distlib-0.4.3\distlib\util.py,Transport,MEDIUM,"method make_connection() (line 1572): mutates self.{_connection,_extra_headers} and returns a value derived from self state","1562:
1563: #
1564: # XML-RPC with timeouts
1565: #
1566: class Transport(xmlrpclib.Transport):
1567:
1568:     def __init__(self, timeout, use_datetime=0):
1569:         self.timeout = timeout
1570:         xmlrpclib.Transport.__init__(self, use_datetime)",state_mutating_reader,,
EXP-0065,httpx,0.28.1,httpx-0.28.1\httpx\_decoders.py,DeflateDecoder,MEDIUM,"method decode() (line 67): mutates self.{decompressor,first_attempt} and returns a value derived from self state","52:     def flush(self) -> bytes:
53:         return b""""
54:
55:
56: class DeflateDecoder(ContentDecoder):
57:     """"""
58:     Handle 'deflate' decoding.
59:
60:     See: https://stackoverflow.com/questions/1838699",state_mutating_reader,,
EXP-0066,cffi,2.0.0,cffi\cparser.py,Parser,MEDIUM,"method _get_struct_union_enum_type() (line 754): mutates self.{_anonymous_counter,_partial_length} and returns a value derived from self state","291:         previous_word = word
292:     return words_used
293:
294:
295: class Parser(object):
296:
297:     def __init__(self):
298:         self._declarations = {}
299:         self._included_declarations = set()",state_mutating_reader,,
EXP-0067,rich,15.0.0,rich-15.0.0\rich\logging.py,RichHandler,MEDIUM,method render_message() (line 190): mutates self.{keywords} and returns a value derived from self state,"20: from .highlighter import ReprHighlighter
21: from .text import Text
22:
23:
24: class RichHandler(Handler):
25:     """"""A logging handler that renders output with Rich. The time / level / message and file are displayed in columns.
26:     The level is color coded, and the message is syntax highlighted.
27:
28:     Note:",state_mutating_reader,,
EXP-0068,ipython,9.15.0,ipython-9.15.0\IPython\core\builtin_trap.py,BuiltinTrap,MEDIUM,method __enter__() (line 46): mutates self.{_nested_level} and returns a value derived from self state,"23:
24: HideBuiltin = __HideBuiltin()
25:
26:
27: class BuiltinTrap(Configurable):
28:
29:     shell = Instance('IPython.core.interactiveshell.InteractiveShellABC',
30:                      allow_none=True)
31:",context_manager_bookkeeping,,
EXP-0069,python-dateutil,2.9.0.post0,python-dateutil-2.9.0.post0\src\dateutil\parser\_parser.py,_timelex,MEDIUM,method get_token() (line 77): mutates self.{eof} and returns a value derived from self state,"54:
55: # TODO: pandas.core.tools.datetimes imports this explicitly.  Might be worth
56: # making public and/or figuring out if there is something we can
57: # take off their plate.
58: class _timelex(object):
59:     # Fractional seconds are sometimes split by a comma
60:     _split_decimal = re.compile(""([.,])"")
61:
62:     def __init__(self, instream):",state_mutating_reader,,
EXP-0070,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,HomogeneousCoeffSubsIndepDivDep,MEDIUM,"method _verify() (line 1653): mutates self.{d,e,u,y} and returns a value derived from self state","1556:         gen_sol = sol.subs(fx, u).subs(((u, u - yarg), (x, x - xarg), (u, fx)))
1557:         return [gen_sol]
1558:
1559:
1560: class HomogeneousCoeffSubsIndepDivDep(SinglePatternODESolver):
1561:     r""""""
1562:     Solves a 1st order differential equation with homogeneous coefficients
1563:     using the substitution `u_2 = \frac{\text{<independent
1564:     variable>}}{\text{<dependent variable>}}`.",state_mutating_reader,,
EXP-0071,sympy,1.14.0,sympy-1.14.0\sympy\combinatorics\free_groups.py,FreeGroupElement,MEDIUM,method __hash__() (line 364): mutates self.{_hash} and returns a value derived from self state,"346: #                          FreeGroupElement                                #
347: ############################################################################
348:
349:
350: class FreeGroupElement(CantSympify, DefaultPrinting, tuple):
351:     """"""Used to create elements of FreeGroup. It cannot be used directly to
352:     create a free group element. It is called by the `dtype` method of the
353:     `FreeGroup` class.
354:",state_mutating_reader,,
EXP-0072,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\layout\menus.py,MultiColumnCompletionMenuControl,MEDIUM,"method create_content() (line 394): mutates self.{_render_left_arrow,_render_pos_to_completion,_render_right_arrow,_render_width,_rendered_columns,_rendered_rows,_total_columns,scroll} and returns a value derived from self state","289:             filter=extra_filter & has_completions & ~is_done,
290:         )
291:
292:
293: class MultiColumnCompletionMenuControl(UIControl):
294:     """"""
295:     Completion menu that displays all the completions in several columns.
296:     When there are more completions than space for them to be displayed, an
297:     arrow is shown on the left or right side.",state_mutating_reader,,
EXP-0073,traitlets,5.15.1,traitlets-5.15.1\traitlets\config\loader.py,LazyConfigValue,MEDIUM,"method merge_into() (line 117): mutates self.{_extend,_inserts,_update} and returns a value derived from self state","81:     with open(fname, ""rb"") as f:
82:         exec(compile(f.read(), fname, ""exec""), glob, glob)  # noqa: S102
83:
84:
85: class LazyConfigValue(HasTraits):
86:     """"""Proxy object for exposing methods on configurable containers
87:
88:     These methods allow appending/extending/updating
89:     to add to non-empty defaults instead of clobbering them.",state_mutating_reader,,
EXP-0074,coverage,7.15.0,coverage-7.15.0\coverage\lcovreport.py,LcovReporter,MEDIUM,method report() (line 169): mutates self.{total} and returns a value derived from self state,"155:         outfile.write(f""BRF:{brf}\n"")
156:         outfile.write(f""BRH:{brh}\n"")
157:
158:
159: class LcovReporter:
160:     """"""A reporter for writing LCOV coverage reports.""""""
161:
162:     report_type = ""LCOV report""
163:",state_mutating_reader,,
EXP-0075,parso,0.8.7,parso-0.8.7\parso\python\errors.py,ErrorFinder,MEDIUM,"method initialize() (line 388): mutates self.{_indentation_count,context} and returns a value derived from self state","375:     def close_child_context(self, child_context):
376:         self._nonlocal_names_in_subscopes += child_context.finalize()
377:
378:
379: class ErrorFinder(Normalizer):
380:     """"""
381:     Searches for errors in the syntax tree.
382:     """"""
383:     def __init__(self, *args, **kwargs):",context_manager_bookkeeping,,
EXP-0076,PyYAML,6.0.3,yaml\scanner.py,Scanner,MEDIUM,method get_token() (line 135): mutates self.{tokens_taken} and returns a value derived from self state,"42:         self.line = line
43:         self.column = column
44:         self.mark = mark
45:
46: class Scanner:
47:
48:     def __init__(self):
49:         """"""Initialize the scanner.""""""
50:         # It is assumed that Scanner and Reader will have a common descendant.",state_mutating_reader,,
EXP-0077,sympy,1.14.0,sympy-1.14.0\sympy\polys\rings.py,PolyElement,MEDIUM,method __hash__() (line 616): mutates self.{_hash} and returns a value derived from self state,"582:                 poly += self.term_new(monom, self.domain.one)
583:             return poly
584:
585:
586: class PolyElement(DomainElement, DefaultPrinting, CantSympify, dict):
587:     """"""Element of multivariate distributed polynomial ring. """"""
588:
589:     def __init__(self, ring, init):
590:         super().__init__(init)",state_mutating_reader,,
EXP-0078,httpcore,1.0.9,httpcore-1.0.9\httpcore\_sync\connection.py,HTTPConnection,MEDIUM,"method handle_request() (line 69): mutates self.{_connect_failed,_connection} and returns a value derived from self state","34:     for n in itertools.count():
35:         yield factor * 2**n
36:
37:
38: class HTTPConnection(ConnectionInterface):
39:     def __init__(
40:         self,
41:         origin: Origin,
42:         ssl_context: ssl.SSLContext | None = None,",state_mutating_reader,,
EXP-0079,sympy,1.14.0,sympy-1.14.0\sympy\printing\codeprinter.py,CodePrinter,MEDIUM,"method doprint() (line 128): mutates self.{_not_supported,_number_symbols} and returns a value derived from self state","49:     else:
50:         return arg
51:
52:
53: class CodePrinter(StrPrinter):
54:     """"""
55:     The base class for code-printing subclasses.
56:     """"""
57:",state_mutating_reader,,
EXP-0080,pytest,9.1.1,pytest-9.1.1\src\_pytest\tmpdir.py,TempPathFactory,MEDIUM,method getbasetemp() (line 145): mutates self.{_basetemp} and returns a value derived from self state,"41:
42:
43: @final
44: @dataclasses.dataclass
45: class TempPathFactory:
46:     """"""Factory for temporary directories under the common base temp directory,
47:     as discussed at :ref:`temporary directory location and retention`.
48:     """"""
49:",state_mutating_reader,,
EXP-0081,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,SinglePatternODESolver,MEDIUM,method _matches() (line 308): mutates self.{_wilds_match} and returns a value derived from self state,"290:         msg = ""Subclasses of SingleODESolver should implement get_general_solution.""
291:         raise NotImplementedError(msg)
292:
293:
294: class SinglePatternODESolver(SingleODESolver):
295:     '''Superclass for ODE solvers based on pattern matching'''
296:
297:     def wilds(self):
298:         prob = self.ode_problem",state_mutating_reader,,
EXP-0082,virtualenv,21.5.1,virtualenv-21.5.1\src\virtualenv\run\plugin\base.py,ComponentBuilder,MEDIUM,method handle_selected_arg_parse() (line 59): mutates self.{_impl_class} and returns a value derived from self state,"35:             PluginLoader._ENTRY_POINTS = entry_points()
36:         return PluginLoader._ENTRY_POINTS
37:
38:
39: class ComponentBuilder(PluginLoader):
40:     def __init__(
41:         self, interpreter: PythonInfo, parser: VirtualEnvConfigParser, name: str, possible: dict[str, type]
42:     ) -> None:
43:         self.interpreter = interpreter",builder_or_fluent_mutator,,
EXP-0083,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\core.py,example,MEDIUM,method xfail() (line 248): mutates self.{_this_example} and returns a value derived from self state,"175:
176: # TODO_DOCS link to not-yet-existent patch-dumping docs
177:
178:
179: class example:
180:     """"""
181:     Add an explicit input to a Hypothesis test, which Hypothesis will always
182:     try before generating random inputs. This combines the randomized nature of
183:     Hypothesis generation with a traditional parametrized test.",state_mutating_reader,,
EXP-0084,pytest,9.1.1,pytest-9.1.1\src\_pytest\python.py,PyobjMixin,MEDIUM,method obj() (line 286): mutates self.{_obj} and returns a value derived from self state,"251:         return None
252:     return None
253:
254:
255: class PyobjMixin(nodes.Node):
256:     """"""this mix-in inherits from Node to carry over the typing information
257:
258:     as its intended to always mix in before a node
259:     its position in the mro is unaffected""""""",state_mutating_reader,,
EXP-0085,pydantic,2.13.4,pydantic-2.13.4\pydantic\_internal\_validate_call.py,ValidateCallWrapper,MEDIUM,"method _create_validators() (line 92): mutates self.{__pydantic_complete__,__pydantic_validator__,__return_pydantic_validator__} and returns a value derived from self state","46:
47:     return wrapper_function
48:
49:
50: class ValidateCallWrapper:
51:     """"""This is a wrapper around a function that validates the arguments passed to it, and optionally the return value.""""""
52:
53:     __slots__ = (
54:         'function',",state_mutating_reader,,
EXP-0086,traitlets,5.15.1,traitlets-5.15.1\traitlets\config\application.py,Application,MEDIUM,"method parse_command_line() (line 841): mutates self.{argv,cli_config,extra_args} and returns a value derived from self state","148:             record.highlevel = """"
149:         return super().format(record)
150:
151:
152: class Application(SingletonConfigurable):
153:     """"""A singleton application with full configuration support.""""""
154:
155:     # The name of the application, will usually match the name of the command
156:     # line application",state_mutating_reader,,
EXP-0087,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\strategies\_internal\recursive.py,LimitedStrategy,MEDIUM,method do_draw() (line 67): mutates self.{marker} and returns a value derived from self state,"35: class LimitReached(BaseException):
36:     pass
37:
38:
39: class LimitedStrategy(SearchStrategy[T]):
40:     def __init__(self, strategy: SearchStrategy[T]):
41:         super().__init__()
42:         self.base_strategy = strategy
43:         self._threadlocal = threading.local()",state_mutating_reader,,
EXP-0088,mpmath,1.4.1,mpmath-1.4.1\mpmath\calculus\optimization.py,MNewton,MEDIUM,"method __init__() (line 120): mutates self.{ctx,d2f,df,f,x0} and returns a value derived from self state","97:             x0, x1 = x1, x1 - f1/s
98:             f0 = f1
99:             yield x1, abs(l)
100:
101: class MNewton:
102:     """"""
103:     1d-solver generating pairs of approximative root and error.
104:
105:     Needs starting point x0 close to the root.",state_mutating_reader,,
EXP-0089,pydantic,2.13.4,pydantic-2.13.4\pydantic\_internal\_decorators.py,PydanticDescriptorProxy,MEDIUM,method _call_wrapped_attr() (line 189): mutates self.{wrapped} and returns a value derived from self state,"161: )
162:
163:
164: @dataclass  # can't use slots here since we set attributes on `__post_init__`
165: class PydanticDescriptorProxy(Generic[ReturnType]):
166:     """"""Wrap a classmethod, staticmethod, property or unbound function
167:     and act as a descriptor that allows us to detect decorated items
168:     from the class' attributes.
169:",descriptor_or_proxy,,
EXP-0090,sympy,1.14.0,sympy-1.14.0\sympy\tensor\array\expressions\array_expressions.py,_EditArrayContraction,MEDIUM,method get_new_contraction_index() (line 1702): mutates self.{number_of_contraction_indices} and returns a value derived from self state,"1622:     def __iter__(self):
1623:         yield from [self.arg, self.rel]
1624:
1625:
1626: class _EditArrayContraction:
1627:     """"""
1628:     Utility class to help manipulate array contraction objects.
1629:
1630:     This class takes as input an ``ArrayContraction`` object and turns it into",state_mutating_reader,,
EXP-0091,tox,4.56.1,tox-4.56.1\src\tox\tox_env\python\api.py,Python,MEDIUM,method register_config() (line 84): mutates self.{_base_python_explicitly_set} and returns a value derived from self state,"74:     re.VERBOSE,
75: )
76:
77:
78: class Python(ToxEnv, ABC):
79:     def __init__(self, create_args: ToxEnvCreateArgs) -> None:
80:         self._base_python: PythonInfo | None = None
81:         self._base_python_searched: bool = False
82:         super().__init__(create_args)",state_mutating_reader,,
EXP-0092,sympy,1.14.0,sympy-1.14.0\sympy\physics\mechanics\system.py,System,MEDIUM,method form_eoms() (line 819): mutates self.{_eom_method} and returns a value derived from self state,"31:
32:     return wrapper
33:
34:
35: class System(_Methods):
36:     """"""Class to define a multibody system and form its equations of motion.
37:
38:     Explanation
39:     ===========",state_mutating_reader,,
EXP-0093,httpcore,1.0.9,httpcore-1.0.9\httpcore\_models.py,Response,MEDIUM,method read() (line 422): mutates self.{_content} and returns a value derived from self state,"362:     def __repr__(self) -> str:
363:         return f""<{self.__class__.__name__} [{self.method!r}]>""
364:
365:
366: class Response:
367:     """"""
368:     An HTTP response.
369:     """"""
370:",state_mutating_reader,,
EXP-0094,traitlets,5.15.1,traitlets-5.15.1\traitlets\traitlets.py,EventHandler,MEDIUM,method _init_call() (line 1245): mutates self.{func} and returns a value derived from self state,"1240:
1241: FuncT = t.TypeVar(""FuncT"", bound=t.Callable[..., t.Any])
1242:
1243:
1244: class EventHandler(BaseDescriptor):
1245:     def _init_call(self, func: FuncT) -> EventHandler:
1246:         self.func = func
1247:         return self
1248:",state_mutating_reader,,
EXP-0095,mpmath,1.4.1,mpmath-1.4.1\mpmath\calculus\inverselaplace.py,FixedTalbot,MEDIUM,method calc_time_domain_solution() (line 146): mutates self.{t} and returns a value derived from self state,"35:         """"""
36:         raise NotImplementedError
37:
38:
39: class FixedTalbot(InverseLaplaceTransform):
40:
41:     def calc_laplace_parameter(self, t, **kwargs):
42:         r""""""The ""fixed"" Talbot method deforms the Bromwich contour towards
43:         `-\infty` in the shape of a parabola. Traditionally the Talbot",state_mutating_reader,,
EXP-0096,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\internal\cache.py,LRUReusedCache,MEDIUM,method tick() (line 280): mutates self.{__tick} and returns a value derived from self state,"255:         assert i == (j - 1) // 2
256:         return self.data[j].sort_key < self.data[i].sort_key
257:
258:
259: class LRUReusedCache(GenericCache[K, V]):
260:     """"""The only concrete implementation of GenericCache we use outside of tests
261:     currently.
262:
263:     Adopts a modified least-recently used eviction policy: It evicts the key",cache_or_memoization,,
EXP-0097,rich,15.0.0,rich-15.0.0\rich\console.py,ScreenContext,MEDIUM,method __enter__() (line 432): mutates self.{_changed} and returns a value derived from self state,"399:             self.pager.show(content)
400:         self._console._exit_buffer()
401:
402:
403: class ScreenContext:
404:     """"""A context manager that enables an alternative screen. See :meth:`~rich.console.Console.screen` for usage.""""""
405:
406:     def __init__(
407:         self, console: ""Console"", hide_cursor: bool, style: StyleType = """"",context_manager_bookkeeping,,
EXP-0098,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,Separable,MEDIUM,"method _verify() (line 1271): mutates self.{m1,m2,y} and returns a value derived from self state","1199:
1200:         return [gen_sol]
1201:
1202:
1203: class Separable(SinglePatternODESolver):
1204:     r""""""
1205:     Solves separable 1st order differential equations.
1206:
1207:     This is any differential equation that can be written as `P(y)",state_mutating_reader,,
EXP-0099,ipython,9.15.0,ipython-9.15.0\IPython\core\shellapp.py,MatplotlibBackendCaselessStrEnum,MEDIUM,method __getattribute__() (line 134): mutates self.{values} and returns a value derived from self state,"113: # Traitlets
114: # -----------------------------------------------------------------------------
115:
116:
117: class MatplotlibBackendCaselessStrEnum(CaselessStrEnum):
118:     """"""An enum of Matplotlib backend strings where the case should be ignored.
119:
120:     Prior to Matplotlib 3.9.0 the list of valid backends is hardcoded in
121:     pylabtools.backends. After that, Matplotlib manages backends.",state_mutating_reader,,
EXP-0100,black,26.5.1,black-26.5.1\src\black\trans.py,StringParser,MEDIUM,"method _next_state() (line 2441): mutates self.{_state,_unmatched_lpars} and returns a value derived from self state","2347:
2348:         yield Ok(last_line)
2349:
2350:
2351: class StringParser:
2352:     """"""
2353:     A state machine that aids in parsing a string's ""trailer"", which can be
2354:     either non-existent, an old-style formatting sequence (e.g. `% varX` or `%
2355:     (varX, varY)`), or a method-call / attribute access (e.g. `.format(varX,",state_mutating_reader,,
EXP-0101,sympy,1.14.0,sympy-1.14.0\sympy\polys\numberfields\modules.py,ModuleElement,MEDIUM,method QQ_col() (line 1368): mutates self.{_QQ_col} and returns a value derived from self state,"1276:     else:
1277:         return ModuleElement(module, col, denom=denom)
1278:
1279:
1280: class ModuleElement(IntegerPowerable):
1281:     r""""""
1282:     Represents an element of a :py:class:`~.Module`.
1283:
1284:     NOTE: Should not be constructed directly. Use the",state_mutating_reader,,
EXP-0102,distlib,0.4.3,distlib-0.4.3\distlib\locators.py,SimpleScrapingLocator,MEDIUM,"method _get_project() (line 675): mutates self.{project_name,result} and returns a value derived from self state","579:         result = sorted(result, key=lambda t: t[0], reverse=True)
580:         return result
581:
582:
583: class SimpleScrapingLocator(Locator):
584:     """"""
585:     A locator which scrapes HTML pages to locate downloads for a distribution.
586:     This runs multiple threads to do the I/O; performance is at least as good
587:     as pip's PackageFinder, which works in an analogous fashion.",state_mutating_reader,,
EXP-0103,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,Factorable,MEDIUM,method _matches() (line 863): mutates self.{eqs} and returns a value derived from self state,"835:             )
836:         return [gensol]
837:
838:
839: class Factorable(SingleODESolver):
840:     r""""""
841:         Solves equations having a solvable factor.
842:
843:         This function is used to solve the equation having factors. Factors may be of type algebraic or ode. It",state_mutating_reader,,
EXP-0104,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\formatted_text\html.py,HTML,MEDIUM,"method __init__() (line 33): mutates self.{formatted_text,value} and returns a value derived from self state","8:
9: __all__ = [""HTML""]
10:
11:
12: class HTML:
13:     """"""
14:     HTML formatted text.
15:     Take something HTML-like, for use as a formatted string.
16:",state_mutating_reader,,
EXP-0105,pytest,9.1.1,pytest-9.1.1\src\_pytest\logging.py,catching_logs,MEDIUM,method __enter__() (line 349): mutates self.{orig_level} and returns a value derived from self state,"335: _HandlerType = TypeVar(""_HandlerType"", bound=logging.Handler)
336:
337:
338: # Not using @contextmanager for performance reasons.
339: class catching_logs(Generic[_HandlerType]):
340:     """"""Context manager that prepares the whole logging machinery properly.""""""
341:
342:     __slots__ = (""attached_loggers"", ""handler"", ""level"", ""orig_level"")
343:",context_manager_bookkeeping,,
EXP-0106,sympy,1.14.0,sympy-1.14.0\sympy\solvers\ode\single.py,NthLinearEulerEqNonhomogeneousVariationOfParameters,MEDIUM,method _matches() (line 2540): mutates self.{r} and returns a value derived from self state,"2479:         homogen_sol = _get_euler_characteristic_eq_sols(eq, fx, self.r)[0]
2480:         return [homogen_sol]
2481:
2482:
2483: class NthLinearEulerEqNonhomogeneousVariationOfParameters(SingleODESolver):
2484:     r""""""
2485:     Solves an `n`\th order linear non homogeneous Cauchy-Euler equidimensional
2486:     ordinary differential equation using variation of parameters.
2487:",state_mutating_reader,,
EXP-0107,hypothesis,6.155.7,hypothesis-6.155.7\src\hypothesis\internal\scrutineer.py,Tracer,MEDIUM,method trace() (line 82): mutates self.{_previous_location} and returns a value derived from self state,"50: if hasattr(sys, ""monitoring""):
51:     MONITORING_EVENTS = {sys.monitoring.events.LINE: ""trace_line""}
52:
53:
54: class Tracer:
55:     """"""A super-simple branch coverage tracer.""""""
56:
57:     __slots__ = (
58:         ""_branches"",",state_mutating_reader,,
EXP-0108,parso,0.8.7,parso-0.8.7\parso\python\diff.py,_NodesTree,MEDIUM,"method _remove_endmarker() (line 642): mutates self.{_prefix_remainder,prefix} and returns a value derived from self state","588:     def __repr__(self):
589:         return '<%s: %s>' % (self.__class__.__name__, self.tree_node)
590:
591:
592: class _NodesTree:
593:     def __init__(self, module):
594:         self._base_node = _NodesTreeNode(module)
595:         self._working_stack = [self._base_node]
596:         self._module = module",state_mutating_reader,,
EXP-0109,black,26.5.1,black-26.5.1\src\blib2to3\pytree.py,Base,MEDIUM,method remove() (line 167): mutates self.{parent} and returns a value derived from self state,"50: Context = tuple[str, tuple[int, int]]
51: RawNode = tuple[int, Optional[str], Optional[Context], Optional[list[NL]]]
52:
53:
54: class Base:
55:     """"""
56:     Abstract base class for Node and Leaf.
57:
58:     This provides some default functionality and boilerplate using the",state_mutating_reader,,
EXP-0110,starlette,1.3.1,starlette-1.3.1\starlette\requests.py,HTTPConnection,MEDIUM,method url() (line 110): mutates self.{_url} and returns a value derived from self state,"76:
77: StateT = TypeVar(""StateT"", bound=Mapping[str, Any] | State, default=State)
78:
79:
80: class HTTPConnection(Mapping[str, Any], Generic[StateT]):
81:     """"""
82:     A base class for incoming HTTP connections, that is used to provide
83:     any functionality that is common to both `Request` and `WebSocket`.
84:     """"""",state_mutating_reader,,
EXP-0111,rich,15.0.0,rich-15.0.0\rich\markdown.py,TableHeaderElement,MEDIUM,method on_child_close() (line 278): mutates self.{row} and returns a value derived from self state,"268:
269:         yield table
270:
271:
272: class TableHeaderElement(MarkdownElement):
273:     """"""MarkdownElement corresponding to `thead_open` and `thead_close`.""""""
274:
275:     def __init__(self) -> None:
276:         self.row: TableRowElement | None = None",state_mutating_reader,,
EXP-0112,sympy,1.14.0,sympy-1.14.0\sympy\combinatorics\perm_groups.py,SymmetricPermutationGroup,MEDIUM,method order() (line 5291): mutates self.{_order} and returns a value derived from self state,"5254:
5255: PermGroup = PermutationGroup
5256:
5257:
5258: class SymmetricPermutationGroup(Basic):
5259:     """"""
5260:     The class defining the lazy form of SymmetricGroup.
5261:
5262:     deg : int",state_mutating_reader,,
EXP-0113,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\widgets\toolbars.py,ArgToolbar,MEDIUM,"method __init__() (line 192): mutates self.{container,window} and returns a value derived from self state","187:     def __pt_container__(self) -> Container:
188:         return self.container
189:
190:
191: class ArgToolbar:
192:     def __init__(self) -> None:
193:         def get_formatted_text() -> StyleAndTextTuples:
194:             arg = get_app().key_processor.arg or """"
195:             if arg == ""-"":",state_mutating_reader,,
EXP-0114,prompt-toolkit,3.0.52,prompt_toolkit-3.0.52\src\prompt_toolkit\input\vt100.py,Vt100Input,MEDIUM,method read_keys() (line 91): mutates self.{_buffer} and returns a value derived from self state,"22:     ""cooked_mode"",
23: ]
24:
25:
26: class Vt100Input(Input):
27:     """"""
28:     Vt100 input for Posix systems.
29:     (This uses a posix file descriptor that can be registered in the event loop.)
30:     """"""",state_mutating_reader,,
EXP-0115,httpx,0.28.1,httpx-0.28.1\httpx\_models.py,Response,MEDIUM,method text() (line 642): mutates self.{_text} and returns a value derived from self state,"511:         self.extensions = {}
512:         self.stream = UnattachedStream()
513:
514:
515: class Response:
516:     def __init__(
517:         self,
518:         status_code: int,
519:         *,",state_mutating_reader,,
EXP-0116,sympy,1.14.0,sympy-1.14.0\sympy\utilities\_compilation\runners.py,CompilerRunner,MEDIUM,"method run() (line 181): mutates self.{cmd_outerr,cmd_returncode,flags} and returns a value derived from self state","11:     find_binary_of_command, unique_list, CompileError
12: )
13:
14:
15: class CompilerRunner:
16:     """""" CompilerRunner base class.
17:
18:     Parameters
19:     ==========",state_mutating_reader,,
EXP-0117,pytest,9.1.1,pytest-9.1.1\src\_pytest\debugging.py,PytestPdbWrapper,MEDIUM,method do_continue() (line 164): mutates self.{_continued} and returns a value derived from self state,"147:     @classmethod
148:     def _get_pdb_wrapper_class(cls, pdb_cls, capman: CaptureManager | None):
149:         import _pytest.config
150:
151:         class PytestPdbWrapper(pdb_cls):
152:             _pytest_capman = capman
153:             _continued = False
154:
155:             def do_debug(self, arg):",state_mutating_reader,,
EXP-0118,virtualenv,21.5.1,virtualenv-21.5.1\tasks\__main__zipapp.py,VersionPlatformSelect,MEDIUM,"method _register_distutils_finder() (line 81): mutates self.{_name,loader,path} and returns a value derived from self state","17:
18: ABS_HERE = os.path.abspath(os.path.dirname(__file__))
19:
20:
21: class VersionPlatformSelect:
22:     def __init__(self) -> None:
23:         zipapp = ABS_HERE
24:         self.archive = zipapp
25:         self._zip_file = zipfile.ZipFile(zipapp)",state_mutating_reader,,
EXP-0119,ipython,9.15.0,ipython-9.15.0\IPython\lib\backgroundjobs.py,BackgroundJobManager,MEDIUM,method new() (line 106): mutates self.{_current_job_id} and returns a value derived from self state,"37: from IPython.core.ultratb import AutoFormattedTB
38: from logging import error, debug
39:
40:
41: class BackgroundJobManager:
42:     """"""Class to manage a pool of backgrounded threaded jobs.
43:
44:     Below, we assume that 'jobs' is a BackgroundJobManager instance.
45:",state_mutating_reader,,
EXP-0120,pytest,9.1.1,pytest-9.1.1\src\_pytest\debugging.py,pytestPDB,MEDIUM,method _get_pdb_wrapper_class() (line 148): mutates self.{_continued} and returns a value derived from self state,"88:
89:     config.add_cleanup(fin)
90:
91:
92: class pytestPDB:
93:     """"""Pseudo PDB that defers to the real pdb.""""""
94:
95:     _pluginmanager: PytestPluginManager | None = None
96:     _config: Config | None = None",state_mutating_reader,,
EXP-0121,tox,4.56.1,tox-4.56.1\src\tox\tox_env\python\pip\req_file.py,PythonConstraints,MEDIUM,method _req_parser() (line 158): mutates self.{_req_parser_} and returns a value derived from self state,"145:             raise TypeError(_factory_type_error(""deps"", raw))
146:         return cls(cast(""str | list[str] | list[Requirement]"", raw), root)
147:
148:
149: class PythonConstraints(RequirementsFile):
150:     def __init__(self, raw: str | list[str] | list[Requirement], root: Path) -> None:
151:         super().__init__(root / ""tox.ini"", constraint=True)
152:         got = raw if isinstance(raw, str) else ""\n"".join(str(i) for i in raw)
153:         self._raw = self._normalize_raw(got)",state_mutating_reader,,
