package,file,class,analyzer_label,manual_review_label,reason,reviewer_note
pygments,pygments-2.20.0\pygments\sphinxext.py,PygmentsDoc,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pygments,pygments-2.20.0\scripts\debug_lexer.py,DebuggingRegexLexer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\blockparser.py,BlockParser,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\blockprocessors.py,OListProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\blockprocessors.py,HRProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\core.py,Markdown,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\extensions\admonition.py,AdmonitionProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\extensions\codehilite.py,CodeHilite,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\extensions\fenced_code.py,FencedBlockPreprocessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\extensions\md_in_html.py,HTMLExtractorExtra,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\extensions\tables.py,TableProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\htmlparser.py,HTMLExtractor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\treeprocessors.py,InlineProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
markdown,markdown-3.10.2\markdown\util.py,HtmlStash,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\core.py,Publisher,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\frontend.py,OptionParser,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\io.py,Input,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\io.py,StringOutput,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\directives\body.py,LineBlock,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\directives\misc.py,Include,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\directives\misc.py,MetaBody,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,NestedStateMachine,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,RSTState,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Inliner,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Body,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,RFC2822Body,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,BulletList,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,EnumeratedList,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,FieldList,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,OptionList,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,RFC2822List,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,LineBlock,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Explicit,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Text,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Definition,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,Line,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\parsers\rst\states.py,QuotedLiteralBlock,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\readers\__init__.py,Reader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\statemachine.py,StateMachine,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\statemachine.py,ViewList,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\transforms\__init__.py,Transformer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\utils\__init__.py,Reporter,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\utils\math\mathml_elements.py,MathElement,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\utils\math\mathml_elements.py,MathSchema,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\__init__.py,Writer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\latex2e\__init__.py,Babel,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\latex2e\__init__.py,Table,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\latex2e\__init__.py,LaTeXTranslator,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\manpage.py,Translator,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\manpage.py,EnumChar,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\odf_odt\__init__.py,ODFTranslator,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
docutils,docutils-0.22.4\docutils\writers\pep_html\__init__.py,Writer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pydocstyle,pydocstyle-6.3.0\src\pydocstyle\parser.py,TokenStream,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pydocstyle,pydocstyle-6.3.0\src\pydocstyle\parser.py,Parser,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pydocstyle,pydocstyle-6.3.0\src\pydocstyle\violations.py,Error,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
flake8,flake8-7.3.0\src\flake8\processor.py,FileProcessor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
mccabe,mccabe-0.7.0\mccabe.py,ASTVisitor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
mccabe,mccabe-0.7.0\mccabe.py,PathGraphingAstVisitor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pycodestyle,pycodestyle-2.14.0\pycodestyle.py,Checker,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pycodestyle,pycodestyle-2.14.0\pycodestyle.py,BaseReport,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
pycodestyle,pycodestyle-2.14.0\pycodestyle.py,StandardReport,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
click-option-group,click_option_group-0.5.9\src\click_option_group\_decorators.py,_OptGroup,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
fastjsonschema,fastjsonschema-2.21.2\fastjsonschema\generator.py,CodeGenerator,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
jsonpatch,jsonpatch-1.33\jsonpatch.py,RemoveOperation,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
jsonpatch,jsonpatch-1.33\jsonpatch.py,AddOperation,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
jsonpatch,jsonpatch-1.33\jsonpatch.py,MoveOperation,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\btree.py,_Node,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\btree.py,Cursor,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\btree.py,BTree,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\entropy.py,EntropyPool,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\message.py,Message,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\message.py,_WireReader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\message.py,_TextReader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\quic\_common.py,Buffer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\rdtypes\ANY\OPT.py,OPT,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\resolver.py,_Resolution,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\resolver.py,BaseResolver,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\serial.py,Serial,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\tokenizer.py,Tokenizer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\versioned.py,Zone,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\wire.py,Parser,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\xfr.py,Inbound,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
dnspython,dnspython-2.8.0\dns\zonefile.py,Reader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h11,h11-0.16.0\h11\_readers.py,ContentLengthReader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h11,h11-0.16.0\h11\_readers.py,ChunkedReader,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h11,h11-0.16.0\h11\_receivebuffer.py,ReceiveBuffer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\connection.py,H2ConnectionStateMachine,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\connection.py,H2Connection,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\frame_buffer.py,FrameBuffer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\stream.py,H2StreamStateMachine,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\stream.py,H2Stream,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
h2,h2-4.3.0\src\h2\windows.py,WindowManager,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\__init__.py,WSConnection,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\connection.py,Connection,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\extensions.py,PerMessageDeflate,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\frame_protocol.py,XorMaskerSimple,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\frame_protocol.py,Buffer,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\frame_protocol.py,MessageDecoder,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\frame_protocol.py,FrameDecoder,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\frame_protocol.py,FrameProtocol,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
wsproto,wsproto-1.3.2\src\wsproto\handshake.py,H11Handshake,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\asyncio\async_timeout.py,Timeout,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\asyncio\client.py,connect,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\asyncio\server.py,serve,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\extensions\permessage_deflate.py,PerMessageDeflate,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\server.py,ServerProtocol,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
websockets,websockets-16.0\src\websockets\sync\messages.py,Assembler,MEDIUM,likely true positive,P1_access_sensitive,source review found state mutation on a method/property/call path that returns a value or access handle
